"id","name","code","account_type","chart_template_id/id","reconcile"
"account_full_canary_100","Capital social","100","liability_non_current","account_chart_template_full_canary","False"
"account_full_canary_1030","Socios por desembolsos no exigidos, capital social","1030","liability_non_current","account_chart_template_full_canary","False"
"account_full_canary_1034","Socios por desembolsos no exigidos, capital pendiente de inscripción","1034","liability_non_current","account_chart_template_full_canary","False"
"account_full_canary_1040","Socios por aportaciones no dinerarias pendientes, capital social","1040","liability_non_current","account_chart_template_full_canary","False"
"account_full_canary_1044","Socios por aportaciones no dinerarias pendientes, capital pendiente de inscripción","1044","liability_non_current","account_chart_template_full_canary","False"
"account_full_canary_1110","Patrimonio neto por emision de instrumentos financieros compuestos","1110","equity","account_chart_template_full_canary","False"
"account_full_canary_1111","Resto de instrumentos de patrimonio neto","111100","equity","account_chart_template_full_canary","False"
"account_full_canary_1143","Reserva por fondo de comercio","1143","equity","account_chart_template_full_canary","False"
"account_full_canary_115","Reservas por pérdidas y ganancias actuariales y otros ajustes","115","equity","account_chart_template_full_canary","False"
"account_full_canary_120","Remanente","120","liability_non_current","account_chart_template_full_canary","False"
"account_full_canary_121","Resultados negativos de ejercicios anteriores","121","liability_non_current","account_chart_template_full_canary","False"
"account_full_canary_129","Resultado del ejercicio","129","equity_unaffected","account_chart_template_full_canary","False"
"account_full_canary_130","Subvenciones oficiales de capital","130","liability_non_current","account_chart_template_full_canary","False"
"account_full_canary_132","Otras subvenciones, donaciones y legados","132","liability_non_current","account_chart_template_full_canary","False"
"account_full_canary_133","Ajustes por valoración en activos financieros disponibles para la venta","133","equity","account_chart_template_full_canary","False"
"account_full_canary_1340","Cobertura de flujos de efectivo","1340","equity","account_chart_template_full_canary","False"
"account_full_canary_1341","Cobertura de una inversión neta en un negocio en el extranjero","1341","equity","account_chart_template_full_canary","False"
"account_full_canary_135","Diferencias de conversión","135","equity","account_chart_template_full_canary","False"
"account_full_canary_136","Ajustes por valoración de activos no corrientes y grupos enajenables de elementos, mantenidos para la venta","136","equity","account_chart_template_full_canary","False"
"account_full_canary_140","Provisión por retribuciones del personal","140","liability_non_current","account_chart_template_full_canary","True"
"account_full_canary_146","Provisión para reestructuraciones","146","liability_non_current","account_chart_template_full_canary","True"
"account_full_canary_147","Provisión por transacciones con pagos basados en instrumentos de patrimonio","147","liability_non_current","account_chart_template_full_canary","True"
"account_full_canary_1765","Pasivos por derivados financieros, carter de negociación","1765","liability_non_current","account_chart_template_full_canary","True"
"account_full_canary_1768","Pasivos por derivados financieros, instrumentos de cobertura","1768","liability_non_current","account_chart_template_full_canary","True"
"account_full_canary_178","Obligaciones y bonos convertibles","178","liability_non_current","account_chart_template_full_canary","False"
"account_full_canary_189","Garantías financieras","189","liability_non_current","account_chart_template_full_canary","False"
"account_full_canary_204","Fondo de comercio","204","asset_fixed","account_chart_template_full_canary","False"
"account_full_canary_2403","Participaciones en empresas del grupo","2403","asset_fixed","account_chart_template_full_canary","False"
"account_full_canary_2404","Participaciones en empresas asociadas","2404","asset_fixed","account_chart_template_full_canary","False"
"account_full_canary_2405","Participaciones en otras partes vinculadas","2405","asset_fixed","account_chart_template_full_canary","False"
"account_full_canary_2493","Desembolsos pendientes sobre participaciones en empresas del grupo","2493","asset_fixed","account_chart_template_full_canary","False"
"account_full_canary_2494","Desembolsos pendientes sobre participaciones en empresas asociadas","2494","asset_fixed","account_chart_template_full_canary","False"
"account_full_canary_2495","Desembolsos pendientes sobre participaciones en otras partes vinculadas","2495","asset_fixed","account_chart_template_full_canary","False"
"account_full_canary_2550","Activos por derivados financieros, cartera de negociación","2550","asset_fixed","account_chart_template_full_canary","False"
"account_full_canary_2553","Activos por derivados financieros, instrumentos de cobertura","2553","asset_fixed","account_chart_template_full_canary","False"
"account_full_canary_257","Derechos de reembolso derivados de contratos de seguro relativos a retribuciones al personal","257","asset_fixed","account_chart_template_full_canary","False"
"account_full_canary_466","Remuneraciones mediante sistemas de aportación definida pendientes de pago","466","liability_payable","account_chart_template_full_canary","True"
"account_full_canary_4707","Hacienda Pública, deudora por IGIC","4707","asset_current","account_chart_template_full_canary","False"
"account_full_canary_4757","Hacienda Pública, acreedora por IGIC","4757","asset_current","account_chart_template_full_canary","False"
"account_full_canary_490","Deterioro de valor de créditos por operaciones comerciales","490","liability_current","account_chart_template_full_canary","False"
"account_full_canary_501","Obligaciones y bonos convertibles a corto plazo","501","liability_current","account_chart_template_full_canary","False"
"account_full_canary_5091","Obligaciones y bonos convertibles amortizados","5091","liability_current","account_chart_template_full_canary","True"
"account_full_canary_5296","Provisión a corto plazo para reestructuraciones de patrimonio","5296","liability_current","account_chart_template_full_canary","True"
"account_full_canary_5297","Provisión a corto plazo por transacciones con pagos basados en instrumentos","5297","liability_current","account_chart_template_full_canary","True"
"account_full_canary_551","Cuenta corriente con socios y administradores","551","asset_current","account_chart_template_full_canary","False"
"account_full_canary_5530","Socios de sociedad disuelta","5530","liability_current","account_chart_template_full_canary","False"
"account_full_canary_5531","Socios, cuenta de fusión","5531","asset_current","account_chart_template_full_canary","False"
"account_full_canary_5532","Socios de sociedad escindida","5532","liability_current","account_chart_template_full_canary","False"
"account_full_canary_5533","Socios, cuenta de escisión","5533","asset_current","account_chart_template_full_canary","False"
"account_full_canary_5593","Activos por derivados financieros a corto plazo, instrumentos de cobertura","5593","asset_current","account_chart_template_full_canary","False"
"account_full_canary_5598","Pasivos por derivados financieros a corto plazo, instrumentos de cobertura","5598","liability_current","account_chart_template_full_canary","False"
"account_full_canary_569","Garantías financieras a corto plazo","569","liability_current","account_chart_template_full_canary","False"
"account_full_canary_580","Inmovilizado","580","asset_current","account_chart_template_full_canary","False"
"account_full_canary_581","Inversiones con personas y entidades vinculadas","581","asset_current","account_chart_template_full_canary","False"
"account_full_canary_582","Inversiones financieras","582","asset_current","account_chart_template_full_canary","False"
"account_full_canary_583","Existencias, deudores comerciales y otras cuentas a cobrar","583","asset_current","account_chart_template_full_canary","False"
"account_full_canary_584","Otros activos","584","asset_current","account_chart_template_full_canary","False"
"account_full_canary_585","Provisiones","585","liability_current","account_chart_template_full_canary","False"
"account_full_canary_586","Deudas con características especiales","586","liability_current","account_chart_template_full_canary","False"
"account_full_canary_587","Deudas con personas y entidades vinculadas","587","liability_current","account_chart_template_full_canary","False"
"account_full_canary_588","Acreedores comerciales y otras cuentas a pagar","588","liability_current","account_chart_template_full_canary","False"
"account_full_canary_589","Otros pasivos","589","liability_current","account_chart_template_full_canary","False"
"account_full_canary_5990","Deterioro de valor de inmovilizado no corriente mantenido para la venta","5990","asset_current","account_chart_template_full_canary","False"
"account_full_canary_5991","Deterioro de valor de inversiones y entidades vinculadas no corrientes mantenidas para la venta","5991","asset_current","account_chart_template_full_canary","False"
"account_full_canary_5992","Deterioro de valor de inversiones financieras no corrientes mantenidas para la venta","5992","asset_current","account_chart_template_full_canary","False"
"account_full_canary_5993","Deterioro de valor de existencias, deudores comerciales y otras cuentas a cobrar integrados en un grupo enajenable mantenido para la venta","5993","asset_current","account_chart_template_full_canary","False"
"account_full_canary_5994","Deterioro de valor de otros activos mantenidos para la venta","5994","asset_current","account_chart_template_full_canary","False"
"account_full_canary_643","Retribuciones mediante sistemas de aportación definida","643","expense","account_chart_template_full_canary","False"
"account_full_canary_6440","Contribuciones anuales","6440","expense","account_chart_template_full_canary","False"
"account_full_canary_6442","Otros costes","6442","expense","account_chart_template_full_canary","False"
"account_full_canary_6450","Retribuciones al personal liquidados con instrumentos de patrimonio","6450","expense","account_chart_template_full_canary","False"
"account_full_canary_6457","Retribuciones al personal liquidados en efectivo basado en instrumentos de patrimonio","6457","expense","account_chart_template_full_canary","False"
"account_full_canary_650","Pérdidas de créditos comerciales incobrables","650","expense","account_chart_template_full_canary","False"
"account_full_canary_6510","Beneficio transferido (gestor)","6510","expense","account_chart_template_full_canary","False"
"account_full_canary_6511","Pérdida soportada (partícipe o asociado no gestor)","6511","expense","account_chart_template_full_canary","False"
"account_full_canary_659","Otras pérdidas en gestión corriente","659","expense","account_chart_template_full_canary","False"
"account_full_canary_6630","Pérdidas de cartera de negociación","6630","expense","account_chart_template_full_canary","False"
"account_full_canary_6631","Pérdidas de designados por la empresa","6631","expense","account_chart_template_full_canary","False"
"account_full_canary_6632","Pérdidas de disponibles para la venta","6632","expense","account_chart_template_full_canary","False"
"account_full_canary_6633","Pérdidas de instrumentos de cobertura","6633","expense","account_chart_template_full_canary","False"
"account_full_canary_671","Pérdidas procedentes del inmovilizado material","671","expense","account_chart_template_full_canary","False"
"account_full_canary_691","Pérdidas por deterioro del inmovilizado material","691","expense","account_chart_template_full_canary","False"
"account_full_canary_694","Pérdidas por deterioro de créditos por operaciones comerciales","694","expense","account_chart_template_full_canary","False"
"account_full_canary_7630","Beneficios de cartera de negociación","7630","income","account_chart_template_full_canary","False"
"account_full_canary_7631","Beneficios de designados por la empresa","7631","income","account_chart_template_full_canary","False"
"account_full_canary_7632","Beneficios de disponibles para la venta","7632","income","account_chart_template_full_canary","False"
"account_full_canary_7633","Beneficios de instrumentos de cobertura","7633","income","account_chart_template_full_canary","False"
"account_full_canary_767","Ingresos de activos afectos y de derechos de reembolso relativos a retribuciones a largo plazo","767","income","account_chart_template_full_canary","False"
"account_full_canary_774","Diferencia negativa en combinaciones de negocios","774","income","account_chart_template_full_canary","False"
"account_full_canary_791","Reversión del deterioro del inmovilizado material","791","income","account_chart_template_full_canary","False"
"account_full_canary_794","Reversión del deterioro de créditos por operaciones comerciales","794","income","account_chart_template_full_canary","False"
"account_full_canary_7950","Exceso de provisión por retribuciones al personal","7950","income","account_chart_template_full_canary","False"
"account_full_canary_7956","Exceso de provisión para reestructuraciones","7956","income","account_chart_template_full_canary","False"
"account_full_canary_7957","Exceso de provisión por transacciones con pagos basados en instrumentos de patrimonio","7957","income","account_chart_template_full_canary","False"
"account_full_canary_800","Pérdidas en activos financieros disponibles para la venta","800","expense","account_chart_template_full_canary","False"
"account_full_canary_802","Transferencia de beneficios en activos financieros disponibles para la venta","802","expense","account_chart_template_full_canary","False"
"account_full_canary_810","Pérdidas por coberturas de flujos de efectivo","810","expense","account_chart_template_full_canary","False"
"account_full_canary_811","Pérdidas por coberturas de inversiones netas en un negocio en el extranjero","811","expense","account_chart_template_full_canary","False"
"account_full_canary_812","Transferencia de beneficios por coberturas de flujos de efectivo","812","expense","account_chart_template_full_canary","False"
"account_full_canary_813","Transferencia de beneficios por coberturas de inversiones netas en un negocio en el extranjero","813","expense","account_chart_template_full_canary","False"
"account_full_canary_820","Diferencias de conversión negativas","820","expense","account_chart_template_full_canary","False"
"account_full_canary_821","Transferencia de diferencias de conversión positivas","821","expense","account_chart_template_full_canary","False"
"account_full_canary_8300","Impuesto corriente","8300","expense","account_chart_template_full_canary","False"
"account_full_canary_8301","Impuesto diferido","8301","expense","account_chart_template_full_canary","False"
"account_full_canary_833","Ajustes negativos en la imposición sobre beneficios","833","expense","account_chart_template_full_canary","False"
"account_full_canary_834","Ingresos fiscales por diferencias permanentes","834","expense","account_chart_template_full_canary","False"
"account_full_canary_835","Ingresos fiscales por deducciones y bonificaciones","835","expense","account_chart_template_full_canary","False"
"account_full_canary_836","Transferencia de diferencias permanentes","836","expense","account_chart_template_full_canary","False"
"account_full_canary_837","Transferencia de deducciones y bonificaciones","837","expense","account_chart_template_full_canary","False"
"account_full_canary_838","Ajustes positivos en la imposición sobre beneficios","838","expense","account_chart_template_full_canary","False"
"account_full_canary_840","Transferencia de subvenciones oficiales de capital","840","expense","account_chart_template_full_canary","False"
"account_full_canary_841","Transferencia de donaciones y legados de capital","841","expense","account_chart_template_full_canary","False"
"account_full_canary_842","Transferencia de otras subvenciones, donaciones y legados","842","expense","account_chart_template_full_canary","False"
"account_full_canary_850","Pérdidas actuariales","850","expense","account_chart_template_full_canary","False"
"account_full_canary_851","Ajustes negativos en activos por retribuciones a largo plazo de prestación definida","851","expense","account_chart_template_full_canary","False"
"account_full_canary_860","Pérdidas en activos no corrientes y grupos enajenables de elementos mantenidos para la venta","860","expense","account_chart_template_full_canary","False"
"account_full_canary_862","Transferencia de beneficios en activos no corrientes y grupos enajenables de elementos mantenidos para la venta","862","expense","account_chart_template_full_canary","False"
"account_full_canary_891","Deterioro de participaciones en el patrimonio, empresas del grupo","891","expense_depreciation","account_chart_template_full_canary","False"
"account_full_canary_892","Deterioro de participaciones en el patrimonio, empresas asociadas","892","expense_depreciation","account_chart_template_full_canary","False"
"account_full_canary_900","Beneficios en activos financieros disponibles para la venta","900","income","account_chart_template_full_canary","False"
"account_full_canary_902","Transferencia de pérdidas en activos financieros disponibles para la venta","902","income","account_chart_template_full_canary","False"
"account_full_canary_910","Beneficios por coberturas de flujos de efectivo","910","income","account_chart_template_full_canary","False"
"account_full_canary_911","Beneficios por coberturas de inversiones netas en un negocio en el extranjero","911","income","account_chart_template_full_canary","False"
"account_full_canary_912","Transferencia de pérdidas por coberturas de flujos de efectivo","912","income","account_chart_template_full_canary","False"
"account_full_canary_913","Transferencia de pérdidas por coberturas de inversiones netas en un negocio en el extranjero","913","income","account_chart_template_full_canary","False"
"account_full_canary_920","Diferencias de conversión positivas","920","income","account_chart_template_full_canary","False"
"account_full_canary_921","Transferencia de diferencias de conversión negativas","921","income","account_chart_template_full_canary","False"
"account_full_canary_940","Ingresos de subvenciones oficiales de capital","940","income","account_chart_template_full_canary","False"
"account_full_canary_941","Ingresos de donaciones y legados de capital","941","income","account_chart_template_full_canary","False"
"account_full_canary_942","Ingresos de otras subvenciones, donaciones y legados","942","income","account_chart_template_full_canary","False"
"account_full_canary_950","Ganancias actuariales","950","income","account_chart_template_full_canary","False"
"account_full_canary_951","Ajustes positivos en activos por retribuciones a largo plazo de prestación definida","951","income","account_chart_template_full_canary","False"
"account_full_canary_960","Beneficios en activos no corrientes y grupos enajenables de elementos mantenidos para la venta","960","income","account_chart_template_full_canary","False"
"account_full_canary_962","Transferencia de pérdidas en activos no corrientes y grupos enajenables de elementos mantenidos para la venta","962","income","account_chart_template_full_canary","False"
"account_full_canary_991","Recuperación de ajustes valorativos negativos previos, empresas del grupo","991","income","account_chart_template_full_canary","False"
"account_full_canary_992","Recuperación de ajustes valorativos negativos previos, empresas asociadas","992","income","account_chart_template_full_canary","False"
"account_full_canary_993","Transferencia por deterioro de ajustes valorativos negativos previos, empresas del grupo","993","income","account_chart_template_full_canary","False"
"account_full_canary_994","Transferencia por deterioro de ajustes valorativos negativos previos, empresas asociadas","994","income","account_chart_template_full_canary","False"
